物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
銘傳美宅,基隆市仁愛區劉銘傳路,公寓,51.1年,26.95,3房(室)2廳2衛,4/5樓,595 萬
新西街美寓,基隆市安樂區新西街,公寓,34.8年,36.14,3房(室)2廳2衛,4/5樓,468 萬
正信路美寓,基隆市信義區正信路,公寓,50.2年,24.98,2房(室)1廳1衛,4/4樓,368 萬
福三街美屋,基隆市七堵區福三街,公寓,47.4年,25.28,3房(室)2廳1衛,4/4樓,788 萬
福三街美屋,基隆市七堵區福三街,公寓,47.4年,25.28,3房(室)2廳1衛,4/4樓,788 萬
東新街四樓,基隆市七堵區東新街,公寓,45.5年,23.81,2房(室)1廳1衛,4/4樓,688 萬
西定樂達寓,基隆市中山區西定路,公寓,44.5年,36.72,5房(室)2廳1衛,B1/5樓,558 萬
東明路平地三樓,基隆市信義區東明路,公寓,47.0年,28,3房(室)2廳2衛,3/5樓,558 萬
武聖街2樓,基隆市安樂區武聖街,公寓,35.5年,29.82,3房(室)2廳1衛,2/5樓,398 萬
經典碧海套房,基隆市中正區新豐街,電梯大樓,28.9年,9.35,1房(室)1廳1衛,15/23樓,288 萬
碧海2房附車位(II),基隆市中正區新豐街,電梯大樓,28.9年,33.93,2房(室)2廳1衛,11/23樓,598 萬
碧海2房附車位(I),基隆市中正區新豐街,電梯大樓,28.9年,33.93,2房(室)2廳1衛,10/23樓,598 萬
中正多功能店面、電商、倉庫（壹樓＋地下層）,基隆市中正區北寧路,公寓,45.2年,31.34,#NAME?,B1~1/5樓,998 萬
柏悅府旁建地,基隆市信義區中正段三小段,土地,N/A,--,#NAME?,#NAME?,"2,250 萬"
北寧路面海建地,基隆市中正區長潭段,土地,N/A,--,#NAME?,#NAME?,"6,880 萬"
中正藏馥三房車,基隆市中正區豐稔街,電梯大樓,1.5年,59.37,3房(室)2廳2衛,9/14樓,"1,740 萬"
水美高樓層3房雙衛,基隆市中正區觀海街,電梯大樓,26.8年,35.2,3房(室)2廳2衛,9/16樓,688 萬
暖暖住二建地,基隆市暖暖區源遠段,土地,N/A,--,#NAME?,#NAME?,"23,580 萬"
新豐簡約明亮美寓,基隆市中正區新豐街,公寓,40.1年,27.15,3房(室)2廳1衛,3/4樓,498 萬
暖暖黃金建地,基隆市暖暖區源遠段,土地,N/A,--,#NAME?,#NAME?,680 萬
中正海景電梯3房,基隆市中正區中正路,華廈,37.0年,29.68,3房(室)2廳2衛,3/10樓,"1,188 萬"
登輝綠景房,基隆市中正區新豐街,公寓,28.9年,41.73,3房(室)2廳2衛,5/5樓,480 萬
海洋大學旁金店面,基隆市中正區祥豐街,公寓,49.1年,18.02,#NAME?,1/6樓,"1,188 萬"
陽光加樂比稀有一樓,基隆市安樂區武隆街,公寓,31.5年,27.46,3房(室)2廳2衛,1/5樓,498 萬
正信路低樓層精裝3房,基隆市信義區正信路,公寓,45.6年,28.45,3房(室)2廳2衛,2/5樓,615 萬
女中旁2F公寓,基隆市信義區正信路,公寓,45.6年,28.45,3房(室)2廳2衛,2/5樓,615 萬
工業地附天車鋼構場,基隆市七堵區自強段,土地,N/A,--,#NAME?,#NAME?,"15,000 萬"
勝利巷建地,基隆市中正區港濱段,土地,N/A,--,#NAME?,#NAME?,"1,720 萬"
信義區公寓4F,基隆市信義區福民街,公寓,40.1年,21.96,2房(室)1廳1衛,4/4樓,398 萬
台北大國+車位,基隆市安樂區武嶺街,華廈,29.7年,39.33,3房(室)2廳2衛,3/7樓,"1,038 萬"
果菜市場旁挑高1樓倉儲店面,基隆市安樂區麥金路,華廈,15.7年,24.23,#NAME?,1/6樓,780 萬
大慶中區大三房,基隆市安樂區中和路,公寓,28.9年,39.06,3房(室)2廳2衛,5/5樓,530 萬
市府旁電梯美屋,基隆市中正區中正路,電梯大樓,49.1年,42.07,2房(室)2廳2衛,11/12樓,"1,508 萬"
碇內庭院一樓,基隆市暖暖區碇內街,公寓,42.9年,22.19,2房(室)2廳1衛,1/4樓,580 萬
安樂大店面,基隆市安樂區安樂路一段,公寓,44.5年,31.85,#NAME?,1/5樓,"1,780 萬"
安樂大店面,基隆市安樂區安樂路一段,公寓,44.5年,31.85,#NAME?,1/5樓,"1,780 萬"
凱悅名宮電梯2房,基隆市安樂區基金一路,華廈,33.3年,31.19,2房(室)2廳2衛,3/9樓,660 萬
市中心三樓三房,基隆市仁愛區仁四路,公寓,53.8年,21.98,3房(室)2廳1衛,3/4樓,568 萬
三坑車站華麗站前一樓店住,基隆市仁愛區龍安街,華廈,17.1年,31.22,1房(室)1廳1衛,1/9樓,"1,280 萬"
中正低總價投資屋,基隆市中正區中正路,公寓,49.1年,15.89,#NAME?,4/4樓,298 萬
轟動天下兩房,基隆市安樂區麥金路,電梯大樓,31.0年,16.79,2房(室)1廳1衛,13/19樓,538 萬
安樂望景3房,基隆市安樂區崇德路,公寓,44.3年,32.42,3房(室)2廳2衛,4/4樓,538 萬
勤家樸真寶格區6樓,基隆市安樂區武崙街,華廈,N/A,34.79,2房(室)1廳1衛,6/7樓,"1,250 萬"
統一新城美2樓,基隆市中山區復興路,公寓,42.9年,23.99,2房(室)1廳1衛,2/5樓,558 萬
安樂稀有2樓,基隆市安樂區安樂路一段,公寓,38.0年,13.67,2房(室)3廳1衛,2/5樓,550 萬
安樂二期小資屋,基隆市安樂區安和一街,公寓,45.2年,21.9,3房(室)1廳1衛,5/5樓,308 萬
安一路連棟透天平房樂租家園 (車可到),基隆市安樂區安一路,透天厝,N/A,50.06,#NAME?,1~2/2樓,998 萬
正信路平地採光屋,基隆市信義區正信路,公寓,43.4年,27.35,3房(室)2廳1衛,5/5樓,358 萬
水美前區精裝三房,基隆市中正區觀海街,電梯大樓,26.8年,34.06,3房(室)2廳2衛,12/16樓,768 萬
南新豐寓,基隆市仁愛區南新街,公寓,54.1年,23.8,3房(室)--廳3衛,4/4樓,368 萬
三坑精美三房,基隆市仁愛區南榮路,華廈,30.1年,25.84,3房(室)2廳2衛,2/8樓,850 萬
@基隆建地有未保存登記建物,基隆市中山區德育段,土地,N/A,--,#NAME?,#NAME?,580 萬
法院旁平地3F,基隆市信義區東明路,公寓,47.0年,28,3房(室)2廳1衛,3/5樓,558 萬
銘傳學區三樓,基隆市仁愛區劉銘傳路,公寓,47.7年,34.98,4房(室)2廳2衛,3/5樓,828 萬
超值住宅用平地,基隆市信義區深美段,土地,N/A,--,#NAME?,#NAME?,"10,500 萬"
市區電梯4房,基隆市中正區中正路,華廈,29.0年,38.94,4房(室)2廳2衛,2/9樓,928 萬
女中旁三樓美寓,基隆市信義區正信路,公寓,41.2年,29.34,3房(室)2廳1衛,3/5樓,468 萬
精一路正市區商業用地,基隆市仁愛區成功段,土地,N/A,--,#NAME?,#NAME?,880 萬
基隆仁愛市場對面三角窗透天金店面,基隆市仁愛區愛三路,透天厝,N/A,71.64,4房(室)1廳5衛,1~4/4樓,"6,800 萬"
中華一樓雙店面(權利),基隆市中山區中華路,透天厝,N/A,19.78,#NAME?,1~3/3樓,808 萬
信義國小旁1樓美屋,基隆市仁愛區仁二路,公寓,56.5年,26.17,4房(室)1廳2衛,1/4樓,"1,358 萬"
信義國小旁2樓美屋,基隆市仁愛區仁二路,公寓,56.5年,22.57,3房(室)1廳2衛,2/4樓,958 萬
正市區四房二樓 明星學區,基隆市仁愛區延平街,公寓,53.0年,34.24,4房(室)2廳2衛,2/4樓,"1,250 萬"
和平島裝潢三房,基隆市中正區平二路,公寓,44.5年,22.21,3房(室)2廳1衛,5/5樓,392 萬
武昌街精美2房,基隆市中正區武昌街,公寓,48.8年,26.09,2房(室)2廳1衛,4/4樓,516 萬
中山二路電梯3房,基隆市中山區中山二路,華廈,31.1年,35.46,3房(室)2廳2衛,2/7樓,"1,030 萬"
中山二路電梯3房,基隆市中山區中山二路,華廈,31.1年,35.46,3房(室)2廳2衛,2/7樓,"1,030 萬"
七堵邊間幸福3房,基隆市七堵區泰安路,公寓,34.1年,40.68,3房(室)2廳2衛,4/5樓,658 萬
八堵交流道旁建地,基隆市七堵區八德路,土地,N/A,--,#NAME?,#NAME?,880 萬
廟口夜市美寓,基隆市仁愛區仁二路,公寓,49.5年,20.92,3房(室)2廳1衛,4/5樓,498 萬
信義市場機能房,基隆市信義區信二路,公寓,51.1年,37.04,3房(室)2廳2衛,5/5樓,698 萬
深美住二建地,基隆市信義區深澳坑段槓子寮小段,土地,N/A,--,#NAME?,#NAME?,850 萬
成功市場後花園,基隆市仁愛區獅球路,土地,N/A,--,#NAME?,#NAME?,160 萬
台北大鎮福氣邊間,基隆市安樂區基金一路,公寓,31.0年,32.67,4房(室)2廳1.5衛,5/5樓,498 萬
義六路漂亮美屋出入方便,基隆市信義區義六路,公寓,52.3年,16.91,3房(室)2廳2衛,B1/4樓,798 萬
七堵華興國小旁美屋,基隆市七堵區泰安路,公寓,34.1年,40.68,3房(室)2廳2衛,4/5樓,698 萬
高投報多功能好停車店面,基隆市安樂區樂利二街,華廈,29.6年,30.95,#NAME?,1/7樓,"1,500 萬"
高投報安樂商圈好停車店面,基隆市安樂區樂利二街,華廈,29.6年,29.07,#NAME?,1/7樓,"1,500 萬"
高投報好停車平面大店面,基隆市安樂區樂利二街,華廈,29.6年,29,#NAME?,1/7樓,"1,500 萬"
市區美寓頂加,基隆市中正區信五路,公寓,49.3年,20.34,3房(室)2廳3衛,4/4樓,688 萬
新豐街麥當勞旁店面,基隆市中正區新豐街,公寓,14.4年,18.76,#NAME?,1/5樓,"1,180 萬"
豐稔街三樓兩房,基隆市中正區豐稔街,公寓,54.9年,19.81,2房(室)1廳1衛,3/3樓,388 萬
東明路名人巷電梯三房,基隆市信義區東明路,華廈,26.1年,47.79,3房(室)2廳2衛,5/5樓,898 萬
大武崙工業區大廠房,基隆市安樂區武訓街,廠房,45.3年,1417.61,#NAME?,1~3/3樓,"35,000 萬"
銘傳學區住辦+車庫,基隆市仁愛區劉銘傳路,公寓,47.7年,26.52,2房(室)2廳1衛,B1/5樓,798 萬
大慶大戶漂亮屋 全新裝潢 新橫濱旁 近交流道,基隆市安樂區中和路,公寓,28.9年,39.06,3房(室)2廳2衛,5/5樓,560 萬
(專)近基金交流道收租權利屋,基隆市安樂區基金一路,透天厝,N/A,44.41,4房(室)1廳1衛,1/1樓,298 萬
港都明珠海景三房車,基隆市中正區中正路,電梯大樓,2.0年,58.44,3房(室)2廳2衛,23/29樓,"2,980 萬"
新橫濱旁美裝潢屋,基隆市中山區復興路,公寓,43.8年,26.64,2房(室)2廳1衛,4/5樓,520 萬
長榮旁電梯美3房,基隆市中正區中正路,華廈,37.0年,33.7,3房(室)2廳2衛,2/10樓,"1,338 萬"
復興漂亮屋,基隆市中山區復興路,公寓,45.0年,30.1,3房(室)2廳2衛,3/4樓,598 萬
天驕精美3房+車位,基隆市安樂區樂利三街,電梯大樓,28.8年,54.67,3房(室)2廳2衛,16/20樓,"1,200 萬"
義四路邊間明亮3+1房,基隆市信義區義四路,公寓,53.1年,36.86,4房(室)2廳2衛,4/5樓,898 萬
全民一家前區,基隆市中山區復興路,公寓,30.4年,35.01,3房(室)2廳2衛,5/5樓,398 萬
碧海擎天海景套房,基隆市中正區新豐街,電梯大樓,28.9年,9.39,1房(室)1廳1衛,20/20樓,380 萬
基隆源遠獨棟電梯別墅,基隆市暖暖區源遠路,別墅,3.1年,84.7,7房(室)2廳3衛,1~5/5樓,"2,350 萬"
經國學院大透店B,基隆市中山區復興路,透天厝,18.2年,88.48,4房(室)3廳3衛,1~4/4樓,"2,555 萬"
經國學院大透店B,基隆市中山區復興路,透天厝,18.2年,88.48,4房(室)3廳3衛,1~4/4樓,"2,555 萬"
七堵後站公寓,基隆市七堵區東新街,公寓,42.4年,19.96,1房(室)1廳1衛,4/5樓,398 萬
七堵後站公寓,基隆市七堵區東新街,公寓,42.4年,19.96,1房(室)1廳1衛,5/5樓,398 萬
東明電梯大三房,基隆市信義區東明路,華廈,26.1年,47.79,3房(室)2廳2衛,5/5樓,968 萬
近八堵橋頭金店面,基隆市暖暖區過港路,公寓,48.1年,23.86,--房(室)1廳1衛,1/4樓,"1,180 萬"
東信路套房,基隆市信義區東信路,公寓,43.9年,10.08,--房(室)1廳1衛,4/4樓,298 萬
東信路雅寓,基隆市信義區東信路,公寓,44.2年,21.44,2房(室)1廳1衛,5/5樓,368 萬
安樂路一樓店面,基隆市安樂區安樂路一段,公寓,44.8年,31.85,#NAME?,1/5樓,"1,780 萬"
大武崙工業用地,基隆市安樂區武訓段,土地,N/A,--,#NAME?,#NAME?,"24,000 萬"
果菜市場旁1樓,基隆市安樂區麥金路,華廈,15.7年,24.23,#NAME?,1/6樓,699 萬
崇法街山水美地,基隆市信義區福祿段,土地,N/A,--,#NAME?,#NAME?,488 萬
龍邸中國三房,基隆市安樂區基金一路,華廈,28.8年,34.6,3房(室)2廳2衛,2/7樓,600 萬
七堵咬錢金店面,基隆市七堵區大德路,華廈,10.5年,44.13,--房(室)2廳2衛,1/8樓,"1,560 萬"
中平街溫馨兩房,基隆市安樂區中平街,公寓,45.8年,22.19,2房(室)1廳1衛,3/4樓,368 萬
樂一路精裝四房,基隆市安樂區樂一路,公寓,36.2年,28.37,4房(室)2廳3衛,5/5樓,628 萬
碇內國小旁電梯透天,基隆市暖暖區源遠路,透天厝,3.1年,84.7,7房(室)2廳3衛,1~5/5樓,"2,088 萬"
安樂市場旁收租王,基隆市安樂區安樂路一段,公寓,41.4年,17.58,3房(室)2廳3衛,3/5樓,468 萬
信義市場雙店面,基隆市信義區信二路,電梯大樓,12.2年,68.2,#NAME?,1/18樓,"9,180 萬"
復興路商圈黃金店面,基隆市中山區復興路,不限,10.8年,68.93,#NAME?,1~2/5樓,"3,500 萬"
帝景旁收租王,基隆市仁愛區仁二路,公寓,41.0年,30.42,4房(室)1廳4衛,3/5樓,988 萬
微笑台北E棟3房車位,基隆市信義區孝東路,電梯大樓,8.0年,53.18,3房(室)2廳2衛,11/15樓,"1,498 萬"
市中心大戶3樓,基隆市仁愛區忠二路,公寓,27.9年,49.43,--房(室)1廳1衛,3/5樓,"1,480 萬"
大武崙黃昏市場旁一樓,基隆市安樂區基金一路,華廈,32.1年,45.56,3房(室)2廳2衛,1/7樓,"1,188 萬"
勝利建地,基隆市中正區港濱段,土地,N/A,--,#NAME?,#NAME?,"1,720 萬"
市中心卡拉ok,基隆市仁愛區仁三路,華廈,39.4年,175.69,--房(室)4廳4衛,2/7樓,"4,980 萬"
崇法街前區美宅2樓,基隆市信義區崇法街,公寓,30.9年,30.94,3房(室)2廳2衛,2/5樓,668 萬
柏悅府旁靜巷一樓,基隆市信義區義六路,公寓,52.3年,16.91,3房(室)2廳2衛,B1/4樓,898 萬
劉銘傳精裝4樓,基隆市仁愛區劉銘傳路,公寓,51.1年,27.21,3房(室)2廳1衛,4/5樓,598 萬
統一新城精裝4樓,基隆市中山區復興路,公寓,43.8年,26.64,2房(室)1廳1衛,4/5樓,598 萬
成功市場稀有2樓,基隆市仁愛區成功一路,公寓,50.4年,16.68,3房(室)2廳1衛,2/4樓,470 萬
女中旁路邊2樓,基隆市信義區東明路,公寓,49.5年,17.57,--房(室)1廳1衛,2/4樓,598 萬
女中旁路邊2樓,基隆市信義區東明路,公寓,49.5年,17.57,--房(室)1廳1衛,2/4樓,598 萬
信榮雙座,基隆市中正區義二路,華廈,25.7年,58.76,6房(室)--廳7衛,7/8樓,"1,680 萬"
暖暖溪有電梯別墅,基隆市暖暖區源遠路,透天厝,3.0年,84.7,7房(室)2廳3衛,1~5/5樓,"2,088 萬"
黃金店面帶車位,基隆市中山區復興路,其他,10.6年,68.93,--房(室)2廳2衛,1~2/5樓,"3,500 萬"
收租廟口三角透天,基隆市仁愛區愛三路,透天厝,67.8年,71.64,4房(室)1廳5衛,1~4/4樓,"6,500 萬"
仁愛區市區孝三路店面透天,基隆市仁愛區孝三路,透天厝,N/A,50.38,2房(室)5廳4衛,1~3/3樓,"3,380 萬"
基金一路電梯明亮2房首選,基隆市安樂區基金一路,電梯大樓,32.8年,23.13,2房(室)1廳1衛,3/12樓,518 萬
獨家暖暖碇內黃金店面,基隆市暖暖區碇內街,公寓,42.9年,27.46,1房(室)--廳1衛,1/4樓,750 萬
星海灣無敵海景(兩戶打通),基隆市中正區中正路,電梯大樓,12.7年,166.06,7房(室)3廳5衛,3/13樓,"6,580 萬"
仁愛區正廟口黃金透店,基隆市仁愛區仁三路,透天厝,58.2年,17.15,#NAME?,1~3/3樓,"1,560 萬"
觀海投資套房,基隆市中正區觀海街,電梯大樓,26.8年,9.85,1房(室)1廳1衛,8/14樓,268 萬
基隆低總價『幸福前區』三房,基隆市暖暖區碇內街,華廈,30.2年,32.75,3房(室)2廳2衛,3/6樓,530 萬
上堤好成家三房,基隆市安樂區基金一路,電梯大樓,26.9年,31.3,3房(室)2廳2衛,1/12樓,698 萬
松鼎苑店面.穩定收租中,基隆市七堵區光明路,電梯大樓,12.3年,58.68,--房(室)2廳2衛,1~2/15樓,"3,880 萬"
海光美景大3房車位,基隆市暖暖區暖碇路,電梯大樓,16.3年,51.39,3房(室)2廳2衛,7/11樓,"1,495 萬"
新豐金賺電梯透店,基隆市中正區新豐街,透天厝,17.1年,94.71,5房(室)3廳5衛,1~5/5樓,"2,880 萬"
水美海景景觀三房+車位,基隆市中正區觀海街,電梯大樓,26.8年,46.39,3房(室)2廳2衛,15/15樓,890 萬
台北大鎮成家3房,基隆市安樂區基金一路,公寓,31.0年,27.96,3房(室)2廳2衛,4/5樓,468 萬
近安樂市場美妝創意大四房,基隆市安樂區崇德路,公寓,34.2年,37.18,4房(室)2廳3衛,B1/5樓,828 萬
台北大國3房+平車,基隆市安樂區武嶺街,華廈,29.7年,39.33,3房(室)2廳2衛,3/7樓,"1,038 萬"
東勢街低樓層三房,基隆市暖暖區東勢街,公寓,44.9年,24.43,3房(室)1廳1衛,2/5樓,598 萬
城上城精裝採光2房,基隆市安樂區麥金路,電梯大樓,9.7年,22.58,2房(室)1廳1衛,18/25樓,"1,050 萬"
信義區1F 門前好停車,基隆市信義區深澳坑路,公寓,27.4年,36.08,3房(室)2廳2衛,1/5樓,798 萬
愛九路三改2房2樓,基隆市仁愛區愛九路,公寓,45.0年,28.81,2房(室)1廳2衛,2/5樓,698 萬
基隆中山投資聖品11套房,基隆市中山區復興路,公寓,45.0年,24.95,4房(室)4廳--衛,4/4樓,698 萬
基隆信義區投資聖品7套房,基隆市信義區義七路,公寓,39.3年,20.62,#NAME?,5/5樓,650 萬
大慶前區大3房,基隆市安樂區中和路,公寓,27.3年,36.51,3房(室)2廳2衛,4/5樓,498 萬
中山遠見全新海景房,基隆市中山區健民街,電梯大樓,1.3年,48.2,3房(室)2廳2衛,6/11樓,"1,598 萬"
城上城挑高溫馨兩房,基隆市安樂區麥金路,電梯大樓,9.7年,22.17,2房(室)1廳1衛,18/18樓,"1,098 萬"
前區！全民一家1F,基隆市中山區復興路,公寓,31.1年,42.59,2房(室)2廳3衛,1/5樓,698 萬
大慶中區精美大3房,基隆市安樂區中和路,公寓,28.9年,39.06,3房(室)2廳2衛,5/5樓,520 萬
大慶中區精美大3房,基隆市安樂區中和路,公寓,28.9年,39.06,3房(室)2廳2衛,5/5樓,520 萬
八斗子低總成家3房,基隆市中正區漁港三街,公寓,42.3年,27.29,3房(室)2廳2衛,4/5樓,398 萬
仁愛區高投報收租,基隆市仁愛區南新街,公寓,54.1年,23.8,3房(室)--廳3衛,4/4樓,368 萬
凱悅名宮溫馨三房,基隆市安樂區基金一路,華廈,33.3年,32.41,3房(室)2廳2衛,5/9樓,668 萬
水美前區無敵海景二房附平車,基隆市中正區觀海街,電梯大樓,26.8年,33.9,2房(室)1廳2衛,10/16樓,698 萬
天驕精美套房+車位,基隆市安樂區樂利三街,電梯大樓,28.8年,17.79,1房(室)1廳1衛,4/20樓,450 萬
武嶺街前區雅寓低樓層,基隆市安樂區武嶺街,公寓,50.6年,20.65,2房(室)2廳1衛,3/4樓,398 萬
登輝一樓裝潢美3房,基隆市中正區新豐街,公寓,28.9年,32.15,3房(室)2廳2衛,1/5樓,798 萬
東明路裝潢成家二樓三房,基隆市信義區東明路,公寓,56.1年,23.32,3房(室)1廳2衛,2/4樓,698 萬
獅球路4房收租.自住皆宜,基隆市仁愛區獅球路,公寓,54.3年,14.54,4房(室)2廳1衛,2/2樓,198 萬
復興路低總大2房,基隆市中山區復興路,公寓,42.3年,30.44,2房(室)2廳1衛,4/5樓,498 萬
經國旁低總2房,基隆市中山區復興路,公寓,42.3年,27.72,2房(室)2廳1衛,4/5樓,478 萬
大衛營樓中樓大戶,基隆市安樂區樂利三街,電梯大樓,30.9年,110.64,5房(室)3廳4衛,19~20/20樓,"2,380 萬"
台北生活家成家2房,基隆市安樂區樂利三街,華廈,34.1年,25.16,2房(室)1廳1衛,7/7樓,578 萬
國城4+5收租屋(一),基隆市安樂區樂利三街,公寓,46.7年,15.32,4房(室)2廳3衛,4/4樓,468 萬
民生世界低總價樓中樓,基隆市信義區深澳坑路,公寓,30.4年,28.01,2房(室)2廳2衛,4/4樓,438 萬
國揚大地溫馨屋,基隆市安樂區基金一路,公寓,29.5年,23.62,2房(室)2廳1衛,5/5樓,398 萬
中正A級精裝金透店,基隆市中正區中正路,透天厝,66.4年,18.03,3房(室)2廳3衛,1~2/2樓,"1,288 萬"
安樂路稀有正路邊三樓,基隆市安樂區安樂路一段,公寓,42.3年,38.56,4房(室)2廳2衛,3/5樓,728 萬
東信路精美裝潢屋,基隆市信義區東信路,公寓,43.4年,26.4,3房(室)2廳1衛,5/5樓,498 萬
登輝1F精緻3房,基隆市中正區新豐街,公寓,28.9年,32.15,3房(室)2廳2衛,1/5樓,798 萬
信二路庭院透天,基隆市信義區信二路,透天厝,N/A,56.76,6房(室)6廳4衛,1~5/5樓,"1,288 萬"
義六路精美3房,基隆市信義區義六路,公寓,52.3年,16.91,3房(室)2廳2衛,B1/4樓,798 萬
信二路質感裝潢套房,基隆市信義區信二路,公寓,34.4年,15.58,1房(室)1廳1衛,3/5樓,450 萬
新橫濱2夢悅城商店街店面,基隆市中山區復興路,電梯大樓,1.7年,110.51,--房(室)1廳1衛,1/13樓,"4,637 萬"
