物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
國光面公園景觀戶,台北市萬華區國興路 國光國宅,住宅大樓,46.6年,建坪19.08,2房(室)1廳1衛,8/12樓,"1,588 萬"
稀有捷運邊間三房,台北市北投區豐年路一段 吾居吾宿,住宅大樓,15.2年,建坪51.83,3房(室)2廳2衛,5/12樓,"3,600 萬"
敦南仁愛精裝鼎佳,台北市大安區仁愛路四段 仁愛萬仲華廈,華廈,44.3年,建坪48.54,4房(室)3廳4衛(含加蓋2房(室)1廳2衛),7/7樓,"6,800 萬"
璞園面湖美景,台北市內湖區內湖路二段 樸山水澗,住宅大樓,9.9年,建坪75.63,4房(室)2廳2衛,7/15樓,"9,600 萬"
附中阿曼頂客兩房,台北市大安區大安路一段 阿曼 仁愛A+,住宅大樓,17.0年,建坪30.73,2房(室)2廳2衛(含加蓋1房(室)--廳2衛),2/12樓,"4,388 萬"
附中裝潢車庫別墅,台北市文山區政大二街,透天厝,29.4年,建坪65.52,4房(室)2廳3衛,1~3/4樓,"3,500 萬"
更新黑土商店辦,台北市松山區八德路四段 更新大樓,辦公商業大樓,37.2年,建坪36.79,--房(室)1廳1衛,2/12樓,"2,688 萬"
北市邊間電梯美墅,台北市文山區政大一街 春山莊,透天厝,18.8年,建坪118.22,6房(室)3廳5衛(含加蓋--房(室)--廳2衛),B1~4/4樓,"5,980 萬"
大安高樓方正四房,台北市大安區和平東路一段 儒林天廈後棟,住宅大樓,35.6年,建坪59.19,4房(室)2廳2衛,10/20樓,"7,680 萬"
古亭捷運金店面,台北市中正區羅斯福路二段 中正風格,店面,18.6年,建坪32.23,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),1/12樓,"5,388 萬"
古亭捷運金店面,台北市中正區羅斯福路二段 中正風格,店面,18.6年,建坪32.23,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),1/12樓,"5,388 萬"
大安捷運首選美邸,台北市大安區樂業街 敦南名宮A,華廈,41.3年,建坪31.04,2房(室)2廳2衛,3/7樓,"2,888 萬"
華山鋼骨三房坡車,台北市中山區八德路二段 華威八方,住宅大樓,13.1年,建坪73.81,3房(室)2廳2衛,6/20樓,"6,850 萬"
政大邊間綠景三房,台北市文山區政大二街 政大清境,住宅大樓,22.4年,建坪42.38,3房(室)2廳1.5衛,12/12樓,"2,198 萬"
古亭捷運兩房名邸,台北市中正區廈門街 第一名廈,住宅大樓,17.5年,建坪19.36,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),6/15樓,"2,083 萬"
南京三民獨棟二樓,台北市松山區寶清街,公寓,46.6年,建坪22.28,2房(室)2廳1衛,2/5樓,"1,968 萬"
天母榮華裝潢1樓,台北市北投區榮華一路 天母家園,其他,30.6年,建坪79.15,5房(室)3廳2衛(含加蓋4房(室)1廳1衛),B1~1/5樓,"5,288 萬"
南京晴川方正小宅,台北市松山區南京東路五段 楓韻晴川,住宅大樓,8.1年,建坪15.80,1房(室)1廳1衛,5/12樓,"1,660 萬"
附中全新裝潢透天,台北市大安區仁愛路四段,透天厝,64.6年,建坪21.00,2房(室)2廳2衛(含加蓋--房(室)--廳1衛),1~2/2樓,"5,480 萬"
美校鼎真4房雙車,台北市士林區中山北路六段 鼎真麗澤,華廈,16.9年,建坪95.07,4房(室)2廳2衛,3/9樓,"7,980 萬"
靜巷採光美廈三房,台北市中山區新生北路三段,華廈,42.8年,建坪38.34,3房(室)2廳2.5衛,5/6樓,"2,988 萬"
南京裝潢方正美屋,台北市松山區南京東路五段 楓韻晴川,住宅大樓,8.1年,建坪35.59,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),2/12樓,"3,100 萬"
敦安公園採光住辦,台北市大安區信義路四段,華廈,41.3年,建坪51.58,4房(室)2廳1衛,2/7樓,"5,600 萬"
古亭第一名廈,台北市中正區廈門街 第一名廈,辦公商業大樓,17.5年,建坪30.81,2房(室)2廳2衛(含加蓋1房(室)--廳--衛),2/15樓,"3,150 萬"
景美低樓好質感,台北市文山區景華街,公寓,44.1年,建坪43.31,3房(室)2廳2衛,3/5樓,"2,880 萬"
敦南綠蔭樹海頂加,台北市松山區敦化南路一段 敦南華廈,華廈,42.0年,建坪43.41,4房(室)3廳3衛(含加蓋2房(室)1廳1衛),7/7樓,"6,480 萬"
南京微風香榭敦化,台北市松山區南京東路三段 敦化香榭,華廈,39.6年,建坪13.13,--房(室)1廳1衛,7/7樓,"1,680 萬"
金華樓邊間一樓,台北市內湖區康樂街,公寓,39.0年,建坪49.55,3房(室)2廳2衛,B1~1/5樓,"3,980 萬"
象山捷運鼎佳美寓,台北市信義區信義路五段,公寓,42.9年,建坪36.83,7房(室)3廳3衛(含加蓋3房(室)1廳1衛),5/5樓,"2,850 萬"
美堤一樓招財納福,台北市中山區敬業三路 大直美堤花園(基河國宅二期),華廈,25.3年,建坪47.02,2房(室)2廳2衛,1/10樓,"3,980 萬"
青年裝潢大3房,台北市萬華區青年路 青年新城,住宅大樓,38.6年,建坪40.23,3房(室)2廳2衛,2/12樓,"3,150 萬"
內湖冠德邊間4房,台北市內湖區星雲街 大湖優境,住宅大樓,26.7年,建坪33.95,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),4/13樓,"3,080 萬"
昇陽電梯高樓車位,台北市北投區光明路 昇陽明,住宅大樓,14.4年,建坪66.90,4房(室)2廳2衛,5/14樓,"5,680 萬"
萬大光仁兩房首選,台北市萬華區萬大路,公寓,55.7年,建坪20.03,2房(室)1廳1衛,4/4樓,"1,480 萬"
鋼骨高樓邊間露臺,台北市文山區景興路 天際SKY LINE,住宅大樓,5.8年,建坪29.87,2房(室)1廳1衛,14/27樓,"2,888 萬"
富麗金店,台北市內湖區行善路,店面,3.9年,建坪45.38,--房(室)1廳1衛,1/15樓,"5,988 萬"
微山丘庭院雙車位,台北市文山區秀明路一段 冠德微山丘,華廈,7.6年,建坪147.16,3房(室)3廳4衛,1~2/5樓,"11,000 萬"
薇閣靜巷庭園一樓,台北市北投區復興一路 藍山,華廈,11.6年,建坪60.99,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),1/5樓,"4,480 萬"
上林苑唯美美屋,台北市信義區青雲街 挹翠山莊,透天厝,39.8年,建坪121.42,6房(室)4廳5衛(含加蓋3房(室)--廳2.5衛),B1~3/3樓,"15,000 萬"
華固天匯免震豪宅,台北市南港區經貿二路 華固天匯,住宅大樓,13.2年,建坪96.96,4房(室)2廳2衛,9/23樓,"11,588 萬"
華固天匯免震豪宅,台北市南港區經貿二路 華固天匯,住宅大樓,13.2年,建坪96.96,4房(室)2廳2衛,9/23樓,"11,588 萬"
華固天匯免震豪宅,台北市南港區經貿二路 華固天匯,住宅大樓,13.2年,建坪96.96,4房(室)2廳2衛,9/23樓,"11,588 萬"
遠雄五期四季妍,台北市內湖區新富街 遠雄四季妍,住宅大樓,15.7年,建坪99.01,4房(室)2廳2衛,10/13樓,"9,088 萬"
電梯美三房有窗,台北市中山區新生北路三段 聖羅蘭大樓,辦公商業大樓,42.9年,建坪13.45,3房(室)1廳1衛(含加蓋2房(室)--廳--衛),5/12樓,"1,480 萬"
古亭捷運裝潢坡車,台北市中正區廈門街 中正文華,住宅大樓,7.0年,建坪41.74,2房(室)2廳1衛,2/12樓,"3,888 萬"
文湖捷運庭院透天,台北市文山區辛亥路四段 青雲山莊,透天厝,52.5年,建坪24.42,5房(室)3廳2衛(含加蓋2房(室)1廳1衛),1~2/2樓,"2,380 萬"
忠孝新生邊間高樓,台北市中山區新生北路一段 金洋大樓,住宅大樓,44.8年,建坪17.22,--房(室)1廳1衛,9/12樓,"1,368 萬"
信義市府名邸大戶,台北市信義區永吉路 信義帝圖華廈區,華廈,24.9年,建坪88.70,6房(室)2廳5衛,5~6/6樓,"7,500 萬"
威尼斯稀有美三房,台北市信義區松仁路 威尼斯商人,華廈,11.5年,建坪34.81,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),2/9樓,"4,120 萬"
天際名邸龍門三房,台北市大安區建國南路二段 大安國宅,住宅大樓,39.5年,建坪32.92,3房(室)2廳1衛,17/18樓,"3,780 萬"
陽光山丘精美兩房,台北市內湖區環山路二段 山丘小墅,華廈,7.0年,建坪27.30,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),2/5樓,"2,438 萬"
延四稀有低總金店,台北市大同區延平北路四段 心藝埕,店面,10.8年,建坪19.86,--房(室)1廳--衛,1/7樓,"2,068 萬"
晴光靜巷機能一樓,台北市中山區雙城街,公寓,66.1年,建坪17.68,2房(室)1廳1衛,1/2樓,"6,000 萬"
降價士東公寓二樓,台北市士林區德行東路,公寓,51.3年,建坪25.24,3房(室)--廳1衛,2/4樓,"2,080 萬"
超低總電梯首選,台北市信義區吳興街,其他,31.5年,建坪11.61,2房(室)2廳1衛,B2/5樓,688 萬
領袖名邸花園大戶,台北市信義區忠孝東路五段 領袖名邸,華廈,27.0年,建坪98.32,6房(室)2廳4衛,1/8樓,"23,800 萬"
紫雲綠景景觀華夏,台北市信義區紫雲街 挹翠山莊,華廈,45.3年,建坪39.45,3房(室)1廳2衛,4/7樓,"2,258 萬"
北士科魔術大空間,台北市士林區華齡街,公寓,52.4年,建坪29.19,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),4/4樓,"2,288 萬"
萬芳捷運邊間頂加,台北市文山區興隆路二段,公寓,42.9年,建坪36.54,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),5/5樓,"2,350 萬"
中山國小美妝3樓,台北市文山區木柵路一段,公寓,57.7年,建坪19.28,2房(室)2廳2衛(含加蓋--房(室)--廳1衛),3/4樓,"1,388 萬"
美妝捷運電梯兩房,台北市內湖區安康路 永泰金城A區,華廈,27.8年,建坪34.41,2房(室)2廳1衛,8/9樓,"2,620 萬"
愛迪生精緻辦公,台北市內湖區內湖路一段 愛迪生,廠辦,28.2年,建坪90.55,5房(室)1廳--衛,7/8樓,"5,000 萬"
加碼科技邊間大戶,台北市內湖區內湖路一段 加瑪科技中心,廠辦,26.9年,建坪290.89,14房(室)3廳--衛,6/10樓,"18,000 萬"
加碼科技高指名,台北市內湖區內湖路一段 加瑪科技中心,廠辦,26.9年,建坪195.21,12房(室)2廳--衛,6/10樓,"12,000 萬"
文湖邊間空間小宅,台北市文山區萬安街 茀來堡,華廈,30.5年,建坪17.15,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),5/5樓,"1,320 萬"
靜心靜巷採光三房,台北市文山區興隆路二段 大瀚世家,華廈,32.6年,建坪33.18,3房(室)2廳2衛,5/7樓,"2,750 萬"
鄰近大直美妝豪邸,台北市內湖區內湖路一段 大直江山,公寓,35.3年,建坪70.71,5房(室)2廳3衛(含加蓋1房(室)--廳--衛),4~5/5樓,"3,988 萬"
天母河畔毛胚新廈,台北市士林區至誠路一段 太子華威,住宅大樓,7.3年,建坪109.13,#NAME?,3/14樓,"8,662 萬"
永泰金城捷運三房,台北市內湖區安康路 永泰金城A區,華廈,27.9年,建坪36.43,3房(室)2廳2衛(含加蓋2房(室)--廳--衛),9/9樓,"2,320 萬"
政大華府雅致套房,台北市文山區指南路二段 政大華府NO.2,套房,16.4年,建坪11.42,1房(室)--廳1衛,4/7樓,"1,130 萬"
近中研院裝潢鼎家,台北市南港區研究院路三段,公寓,47.1年,建坪24.71,4房(室)3廳2衛(含加蓋2房(室)1廳1衛),4/4樓,"1,688 萬"
台北轉運三房車位,台北市中山區中山北路一段 麗晶盛艷,住宅大樓,17.6年,建坪52.61,3房(室)2廳2衛,3/15樓,"4,480 萬"
台北轉運三房車位,台北市中山區中山北路一段 麗晶盛艷,住宅大樓,17.6年,建坪52.61,3房(室)2廳2衛,3/15樓,"4,480 萬"
景美捷運電梯三房,台北市文山區木柵路一段 世界百齡名廈,華廈,42.6年,建坪37.59,3房(室)2廳2衛,9/10樓,"2,480 萬"
富域雙主臥三房車,台北市北投區大興街,住宅大樓,0.8年,建坪94.84,3房(室)2廳3衛,5/27樓,"6,890 萬"
渼士林3房坡車,台北市士林區中正路 渼士林,住宅大樓,11.3年,建坪46.48,3房(室)2廳2衛,9/15樓,"3,340 萬"
市場旁小資金店面,台北市北投區清江路 家賀屋,店面,23.6年,建坪30.19,#NAME?,1/14樓,"1,980 萬"
景興學區靜巷一樓,台北市文山區景華街,公寓,45.7年,建坪26.61,5房(室)3廳2衛(含加蓋3房(室)2廳1衛),1/5樓,"2,098 萬"
信義安和捷運兩房,台北市大安區信義路四段,華廈,43.2年,建坪23.23,2房(室)1廳1衛(含加蓋--房(室)--廳1衛),4/7樓,"2,700 萬"
敦北南京全新美宅,台北市松山區南京東路四段 敦北南京,住宅大樓,0.8年,建坪18.90,1房(室)1廳1衛,3/15樓,"2,880 萬"
巨蛋捷運管理辦公,台北市松山區南京東路四段 建業大樓,辦公商業大樓,42.5年,建坪15.72,--房(室)1廳1衛,2/12樓,"1,558 萬"
賓特利高樓邊間戶,台北市大同區承德路三段 賓特利,辦公商業大樓,18.1年,建坪20.95,1房(室)1廳1衛,11/12樓,"1,948 萬"
錦州首購小資置產,台北市中山區錦州街,華廈,47.6年,建坪16.34,1房(室)1廳1衛,5/7樓,"1,288 萬"
奇岩雲端微光生活,台北市北投區中央南路二段 H24雲端,辦公商業大樓,10.1年,建坪15.84,1房(室)1廳1衛,4/19樓,"1,168 萬"
古亭一樓庭院首選,台北市中正區廈門街,公寓,49.7年,建坪34.73,2房(室)3廳1衛(含加蓋--房(室)1廳--衛),1/4樓,"3,380 萬"
青木淳雙敦學區,台北市松山區南京東路四段 青木淳,住宅大樓,16.9年,建坪8.65,1房(室)1廳1衛,4/15樓,"1,588 萬"
天母鋼骨景觀雙車,台北市士林區天母北路 聯上天母,住宅大樓,5.3年,建坪75.76,3房(室)2廳2衛,11/24樓,"6,978 萬"
嘉醴美景面樹海,台北市內湖區金莊路 嘉醴,辦公商業大樓,13.8年,建坪58.42,2房(室)2廳2衛,4/11樓,"3,888 萬"
VICTOR精品,台北市內湖區金莊路 嘉醴,辦公商業大樓,13.7年,建坪49.80,1房(室)2廳1.5衛,7/11樓,"2,780 萬"
芬第生活綠地兩房,台北市南港區向陽路 芬第LIFE,華廈,17.0年,建坪41.56,1房(室)2廳1衛,6/9樓,"3,198 萬"
低總敦南實小金店,台北市大安區臥龍街,店面,53.3年,建坪11.34,1房(室)2廳1衛(含加蓋1房(室)1廳1衛),1/4樓,"2,380 萬"
永康街旁人潮金店,台北市大安區潮州街,店面,39.0年,建坪50.92,2房(室)2廳2衛(含加蓋2房(室)1廳2衛),B1~1/7樓,"7,350 萬"
永春景觀辦公高樓,台北市信義區忠孝東路五段 世貿IC,辦公商業大樓,32.4年,建坪25.58,#NAME?,9/17樓,"1,958 萬"
世紀之光邊間美辦,台北市內湖區瑞湖街 世紀之光二期,辦公商業大樓,17.6年,建坪140.25,10房(室)--廳--衛,4/5樓,"5,688 萬"
明日博極景美高樓,台北市大安區市民大道三段 明日博,住宅大樓,9.8年,建坪113.24,3房(室)2廳3衛,22/23樓,"17,500 萬"
獨棟華廈樓中樓,台北市萬華區萬大路 家賀,華廈,22.9年,建坪53.23,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),6~7/7樓,"3,980 萬"
世貿101景住辦,台北市信義區基隆路二段 德基名廈,住宅大樓,45.4年,建坪40.58,4房(室)2廳2衛,12/12樓,"3,400 萬"
溫泉花園庭院豪邸,台北市北投區溫泉路 溫泉尊邸,華廈,17.8年,建坪85.01,3房(室)3廳5衛(含加蓋2房(室)1廳2衛),1/7樓,"5,900 萬"
京站首選邊間三房,台北市大同區市民大道一段 京站,住宅大樓,16.2年,建坪39.51,3房(室)2廳2衛,9/18樓,"1,899 萬"
敦化北路林蔭辦公,台北市松山區敦化北路 良士大樓,辦公商業大樓,55.3年,建坪62.69,3房(室)1廳1衛,5/12樓,"6,980 萬"
站前美景兩房車位,台北市南港區東明街 彩色羅馬,華廈,16.1年,建坪34.24,2房(室)2廳1衛(含加蓋--房(室)1廳--衛),8/9樓,"3,400 萬"
大安高樓景觀辦公,台北市大安區復興南路一段 登峰,辦公商業大樓,1.8年,建坪45.16,--房(室)2廳2衛,13/15樓,"6,270 萬"
明日博極景美高樓,台北市大安區市民大道三段 明日博,住宅大樓,9.8年,建坪113.24,3房(室)2廳3衛,22/23樓,"17,500 萬"
明日博極景美高樓,台北市大安區市民大道三段 明日博,住宅大樓,9.8年,建坪113.24,3房(室)2廳3衛,22/23樓,"17,500 萬"
獨棟華廈樓中樓,台北市萬華區萬大路 家賀,華廈,22.9年,建坪53.23,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),6~7/7樓,"3,980 萬"
特推松江南京辦公,台北市中山區松江路 錫安大廈,辦公商業大樓,39.9年,建坪38.50,1房(室)3廳1衛,7/12樓,"3,580 萬"
最新降價天母靜好,台北市士林區中山北路六段,住宅大樓,3.5年,建坪26.09,2房(室)1廳2衛,8/14樓,"3,680 萬"
極稀有綠色景觀宅,台北市士林區翠山街 中央社區,公寓,49.8年,建坪31.38,4房(室)2廳3衛(含加蓋--房(室)--廳1衛),1/4樓,"1,978 萬"
龍門金華高樓四房,台北市大安區和平東路一段 彩爐大樓,住宅大樓,43.3年,建坪45.38,4房(室)2廳2衛,11/12樓,"5,688 萬"
潤泰帝王樹海豪邸,台北市大安區臥龍街 潤泰大安富陽,住宅大樓,1.0年,建坪46.84,3房(室)2廳2衛,21/23樓,"5,600 萬"
雙敦低總黑土公寓,台北市松山區八德路三段,公寓,54.8年,建坪22.96,3房(室)2廳2衛,2/3樓,"2,288 萬"
景觀三房正面圓山,台北市大同區承德路一段 京王,住宅大樓,3.0年,建坪83.04,3房(室)2廳4衛,16/32樓,"11,000 萬"
靜巷三樓美寓,台北市大同區太原路,公寓,41.7年,建坪26.83,3房(室)2廳1衛(含加蓋--房(室)1廳--衛),3/5樓,"2,200 萬"
南港三鐵公寓三樓,台北市南港區研究院路二段 東樺園,公寓,40.2年,建坪31.26,3房(室)2廳2衛,3/5樓,"1,800 萬"
極景安縵帝王居,台北市內湖區內湖路三段 安縵莊園,住宅大樓,8.5年,建坪100.01,3房(室)2廳2.5衛,19/19樓,"9,600 萬"
雙連馬偕宅無虛坪,台北市中山區新生北路二段,華廈,49.1年,建坪9.12,1房(室)1廳1衛,4/10樓,880 萬
善導捷濟南路店辧,台北市中正區濟南路一段 玖原品藏,店面,4.5年,建坪21.86,--房(室)1廳1衛,1/8樓,"4,280 萬"
磺溪景觀露台坡車,台北市士林區天母北路 聯上天母,住宅大樓,5.3年,建坪130.72,4房(室)4廳4衛,11/24樓,"12,688 萬"
寶格麗三房三衛,台北市中山區中山北路一段 寶格麗,辦公商業大樓,15.1年,建坪22.26,3房(室)2廳3衛(含加蓋2房(室)--廳2衛),2/7樓,"3,180 萬"
未來捷運住辦,台北市信義區吳興街,店面,36.1年,建坪27.17,1房(室)1廳1.5衛(含加蓋--房(室)--廳1衛),1/7樓,"2,680 萬"
天母景觀鋼骨露臺,台北市士林區天母北路 聯上天母,住宅大樓,5.3年,建坪54.96,1房(室)2廳2衛,11/24樓,"5,968 萬"
採光魔術三房,台北市中山區林森北路 杜蘭朵公主,辦公商業大樓,9.3年,建坪18.29,3房(室)1廳1衛(含加蓋2房(室)--廳1衛),6/7樓,"1,878 萬"
捷運靜巷電梯三房,台北市中山區龍江路 雍華庭,華廈,37.9年,建坪43.07,3房(室)1廳2衛,4/7樓,"3,880 萬"
未來捷運美妝三房,台北市內湖區陽光街,公寓,41.6年,建坪34.24,4房(室)2廳2衛,4/5樓,"2,188 萬"
璽朵瑞安雅緻華邸,台北市大安區瑞安街 璽朵瑞安大樓,華廈,10.4年,建坪23.55,2房(室)1廳1衛,7/7樓,"3,320 萬"
靜心中小學旁雅寓,台北市文山區興隆路二段,公寓,56.5年,建坪20.33,2房(室)2廳1衛,4/4樓,"1,288 萬"
古亭捷運庭院後院,台北市中正區同安街 同安閣,辦公商業大樓,28.7年,建坪48.99,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),1/7樓,"5,988 萬"
向陽河濱露臺三房,台北市南港區松河街 漱夏行館,華廈,17.2年,建坪56.33,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),2/9樓,"4,338 萬"
面樹景庭院大一樓,台北市文山區樟新街 宏普聖淘沙,華廈,34.5年,建坪93.69,4房(室)4廳4衛(含加蓋3房(室)2廳2衛),B2~1/9樓,"3,968 萬"
北投公園鐳泉湯屋,台北市北投區中山路 四季溫泉大廈,華廈,43.8年,建坪10.83,1房(室)--廳1衛,7/8樓,550 萬
再興仙跡庭院大戶,台北市文山區興隆路三段 再興名門別墅,公寓,42.9年,建坪57.10,6房(室)4廳3衛(含加蓋2房(室)--廳--衛),B2~1/4樓,"2,788 萬"
翔譽101稀有邊,台北市松山區八德路四段 翔譽101,住宅大樓,11.8年,建坪19.43,1房(室)1廳1衛,3/13樓,"2,088 萬"
石牌黑土邊間好宅,台北市北投區承德路七段,公寓,51.8年,建坪27.04,4房(室)2廳1衛,4/4樓,"1,598 萬"
珠寶露臺高樓辦公,台北市內湖區內湖路一段 珠寶大樓,廠辦,20.6年,建坪165.90,7房(室)1廳--衛,10/10樓,"8,600 萬"
珠寶露臺高樓辦公,台北市內湖區內湖路一段 珠寶大樓,廠辦,20.6年,建坪165.90,7房(室)1廳--衛,10/10樓,"8,600 萬"
考試院電梯三房車,台北市文山區試院路 世新庭園,華廈,24.3年,建坪40.28,3房(室)2廳1衛,4/6樓,"1,385 萬"
